chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr17	65949928	65950132	-831	Txndc2	+	52.70	49.28	54.59	1.07	1.04
chr17	66079612	66079712	85	Rab31	+	13.90	9.07	20.85	1.54	1.5
chr17	66089532	66089709	-730	Ppp4r1	+	25.85	18.11	46.13	1.43	1.79
chr17	66192663	66192763	37	Ralbp1	+	29.85	29.15	30.85	1.02	1.03
chr17	66192779	66192905	-92	Ralbp1	+	32.80	26.16	35.28	1.25	1.07
chr17	66193048	66193148	-348	Ralbp1	+	26.35	18.61	34.80	1.42	1.32
chr17	66193185	66193285	-485	Ralbp1	+	25.35	20.12	34.79	1.26	1.37
chr17	66193383	66193483	-683	Ralbp1	+	18.90	21.61	21.88	-1.14	1.16
chr17	66408598	66408698	-94	Ndufv2	+	8.45	6.54	11.43	1.29	1.35
chr17	66418244	66418344	-247	Washc1	+	11.95	20.24	12.99	-1.7	-1.09
chr17	66418414	66418514	-77	Washc1	+	10.95	21.60	11.45	-1.98	1.04
chr17	66418602	66418702	12	Washc1	+	20.15	24.12	22.80	-1.2	-1.13
chr17	66826952	66827052	-337	Rab12	+	11.95	27.62	27.88	-2.32	2.33
chr17	67661591	67661691	-155	Ptprm	+	9.45	10.05	10.94	-1.06	1.16
chr17	67661862	67661962	-426	Ptprm	+	22.85	24.66	26.82	-1.08	1.17
chr17	67936384	67936484	-107	Gm36201	+	10.45	9.27	15.37	1.12	-1.47
chr17	68004203	68004303	-7	Lama1	+	10.70	26.01	11.21	-2.44	-1.05
chr17	69382653	69382753	31	Epb41l3	+	7.95	10.06	7.95	-1.26	-1
chr17	69463453	69463553	-236	Epb41l3	+	10.95	8.54	22.40	1.28	2.04
chr17	70276118	70276218	100	Dlgap1	+	10.45	7.67	11.50	1.36	-1.1
chr17	71297545	71297645	-84	Myl12b	+	25.85	39.23	25.85	-1.52	-1
chr17	71297838	71297976	-396	Myl12b	+	28.35	29.15	38.70	-1.03	1.37
chr17	71297978	71298095	-525	Myl12b	+	38.30	32.17	39.69	1.19	1.04
chr17	71309730	71309830	-252	Myl12a	+	26.35	15.09	30.82	1.75	1.17
chr17	71309914	71310113	-485	Myl12a	+	35.30	40.84	40.65	-1.16	-1.15
chr17	71310186	71310286	-708	Myl12a	+	25.60	14.90	34.33	1.72	-1.34
chr17	71490017	71490117	-460	Lpin2	+	14.90	19.63	24.34	-1.31	1.63
chr17	71782434	71782605	-181	Smchd1	+	19.40	19.10	21.89	1.01	1.13
chr17	71782651	71782751	-363	Smchd1	+	35.05	18.97	35.55	1.85	-1.02
chr17	71782845	71782945	-557	Smchd1	+	15.90	30.19	23.85	-1.9	1.5
chr17	71834269	71834549	-557	Ndc80	+	50.40	40.69	53.05	1.24	-1.05
chr17	71858814	71858914	-192	Spdya	+	9.95	22.11	14.93	-2.23	1.5
chr17	71858958	71859068	-43	Spdya	+	10.90	6.41	25.99	1.7	-2.39
chr17	71905605	71905705	101	Trmt61b	+	10.45	4.02	11.45	2.6	1.09
chr17	71905778	71905890	-78	Trmt61b	+	17.10	7.00	36.53	2.45	-2.14
chr17	71905967	71906067	-261	Trmt61b	+	19.40	11.06	23.88	1.75	1.23
chr17	71922848	71922948	-312	Wdr43	+	15.15	8.91	15.66	1.7	-1.03
chr17	71980044	71980144	-162	Togaram2	+	13.40	11.62	24.68	1.15	-1.84
chr17	71980182	71980282	-24	Togaram2	+	12.15	13.21	16.20	-1.08	-1.34
chr17	73144010	73144110	437	Ypel5	+	7.70	6.42	9.35	1.2	-1.22
chr17	73225591	73225691	341	Lbh	+	22.35	31.21	23.84	-1.39	1.07
chr17	73226032	73226132	782	Lbh	+	19.90	27.64	31.34	-1.39	1.57
chr17	73414641	73414741	-289	Lclat1	+	34.80	18.80	37.92	1.85	-1.09
chr17	73414798	73414956	-103	Lclat1	+	27.85	18.44	29.91	1.51	-1.08
chr17	74257239	74257339	-98	Xdh	+	6.95	4.03	8.44	1.73	1.21
chr17	74623276	74623376	63	Dpy30	+	16.90	10.44	19.01	1.62	-1.13
chr17	74623659	74623803	-303	Dpy30	+	23.35	16.10	23.85	1.45	1.02
chr17	74623847	74623947	-469	Dpy30	+	14.90	10.94	40.98	1.36	-2.75
chr17	74645231	74645381	-676	Spast	+	38.75	20.54	45.21	1.89	-1.17
chr17	74834580	74834680	-660	Birc6	+	12.95	24.59	21.92	-1.91	1.69
chr17	75024532	75024632	-163	Ttc27	+	12.95	11.54	13.45	1.12	1.04
chr17	75312537	75312637	63	Ltbp1	+	2.50	6.00	5.50	-2.43	2.2
chr17	75485316	75485447	-395	Ltbp1	+	15.65	9.05	19.56	1.73	-1.25
chr17	79044426	79044526	-486	Strn	+	18.40	12.57	20.89	1.46	1.13
chr17	79142839	79142939	-56	Gpatch11	+	4.00	3.50	9.00	1.13	2.25
chr17	79143282	79143382	387	Gpatch11	+	13.90	15.11	24.33	-1.08	1.75
chr17	79189903	79190003	48	Eif2ak2	+	9.95	10.05	11.44	-1.01	1.15
chr17	79190061	79190161	-110	Eif2ak2	+	9.95	23.12	11.94	-2.33	1.2
chr17	79223827	79224136	53	Cebpzos	+	45.25	46.76	49.13	-1.03	1.09
chr17	79244474	79244574	-25	Cebpz	+	3.50	2.50	5.50	1.38	1.57
chr17	79244644	79244744	130	Ndufaf7	+	8.45	12.07	13.42	-1.43	1.59
chr17	79662755	79662951	-333	Cdc42ep3	+	34.25	30.83	48.67	1.11	-1.42
chr17	80369753	80369853	-106	Hnrnpll	+	6.20	3.76	24.80	1.65	-4.01
chr17	80514722	80514822	-38	Srsf7	+	2.50	6.00	2.50	-2.43	-1
chr17	80531572	80531757	-216	Gemin6	+	27.10	25.95	29.71	1.04	-1.1
chr17	80531826	80531939	2	Gemin6	+	14.65	8.41	15.16	1.74	-1.04
chr17	80597278	80597378	-313	Morn2	+	20.60	11.07	29.69	1.86	-1.44
chr17	80597381	80597511	-195	Morn2	+	27.85	16.09	28.35	1.73	1.02
chr17	80597550	80597735	1	Morn2	+	31.80	20.63	42.63	1.54	1.34
chr17	80680997	80681159	-114	Gm10190	+	14.40	6.69	25.37	2.15	-1.76
chr17	81251965	81252065	-46	Tmem178	+	13.40	12.09	13.90	1.11	1.04
chr17	83522133	83522233	-529	Pkdcc	+	18.15	18.32	24.59	-1.01	-1.36
chr17	83657832	83658013	-438	Eml4	+	28.85	40.71	38.20	-1.41	1.33
chr17	83658259	83658359	-51	Eml4	+	1.75	1.46	10.50	1.19	-6.01
chr17	84224451	84224551	-862	1810073O08Rik	+	10.40	10.56	18.72	-1.01	-1.8
chr17	84496291	84496433	-987	Zfp36l2	+	17.65	15.43	19.21	1.14	-1.09
chr17	85098157	85098334	-31	Lrpprc	+	18.90	19.60	30.84	-1.04	1.63
chr17	85098362	85098505	-219	Lrpprc	+	18.40	16.26	21.65	1.13	-1.18
chr17	85098665	85098765	-501	Lrpprc	+	14.90	21.14	22.85	-1.42	1.53
chr17	85264043	85264204	-46	Ppm1b	+	26.80	17.00	43.80	1.58	-1.64
chr17	85264405	85264505	286	Ppm1b	+	11.45	28.63	28.87	-2.51	2.52
chr17	85397472	85397572	173	Prepl	+	19.40	17.59	24.37	1.1	1.25
chr17	85398287	85398387	283	Camkmt	+	21.40	11.05	21.40	1.93	-1
chr17	87060689	87060789	-553	Epas1	+	11.95	8.54	19.92	1.4	1.66
chr17	87269845	87269945	-644	Rhoq	+	19.40	28.65	27.86	-1.48	1.43
chr17	87332857	87332957	-78	Pigf	+	2.75	1.03	7.33	2.64	-2.67
chr17	87573337	87573478	-32	Mcfd2	+	2.00	8.50	5.00	-4.3	2.5
chr17	87589905	87590034	273	4833418N02Rik	+	20.85	10.34	32.22	2.02	-1.55
chr17	87735185	87735285	-66	Stpg4	+	7.95	9.06	8.45	-1.14	1.06
chr17	87755158	87755258	-845	Calm2	+	20.40	21.61	29.85	-1.06	1.46
chr17	87766768	87766868	88	Gm30794	+	13.40	12.59	13.90	1.07	1.04
chr17	87767263	87767363	-407	Gm30794	+	13.40	18.67	29.16	-1.39	-2.18
chr17	87767968	87768068	-231	Gm30794	+	23.05	12.35	62.70	1.87	-2.72
chr17	87921511	87921611	-590	Gm46609	+	15.85	12.14	37.54	1.31	-2.37
chr17	87979724	87979888	-154	Msh2	+	13.40	29.22	14.39	-2.17	1.07
chr17	88282219	88282353	-192	Msh6	+	15.40	4.53	28.32	3.41	1.84
chr17	88282432	88282532	4	Msh6	+	5.95	2.52	10.91	2.37	1.83
chr17	88747970	88748070	-112	Foxn2	+	19.65	9.01	24.70	2.18	-1.26
chr17	88837076	88837176	-426	Ppp1r21	+	13.40	21.66	27.79	-1.61	2.07
chr17	90395735	90395835	11	Nrxn1	+	17.40	12.49	20.66	1.39	-1.19
chr17	91400141	91400241	39	Nrxn1	+	10.45	17.08	10.45	-1.64	-1
chr17	91400736	91400836	-556	Nrxn1	+	24.35	22.93	36.84	1.06	-1.51
chr17	91400929	91401029	-749	Nrxn1	+	17.65	26.98	21.51	-1.53	-1.22
chr17	95056785	95056903	603	Mettl4	+	14.90	8.05	16.89	1.85	1.13
chr17	95057026	95057226	321	Mettl4	+	31.80	16.60	45.61	1.92	1.44
chr17	95142252	95142481	-139	Gm1976	+	31.30	37.24	42.13	-1.19	1.35
chr17	95171861	95171961	-418	Gm20939	+	18.40	10.05	20.39	1.83	1.11
chr17	95172108	95172208	-171	Gm20939	+	33.30	13.08	34.29	2.55	1.03
chr17	95172219	95172319	-60	Gm20939	+	23.35	8.05	40.14	2.9	1.72
chr18	3281106	3281206	-24	Crem	+	17.90	28.16	19.89	-1.57	1.11
chr18	3281276	3281526	-269	Crem	+	51.60	30.46	70.52	1.69	-1.37
chr18	3337986	3338110	-418	Crem	+	40.25	30.19	44.62	1.33	1.11
chr18	3383073	3383173	-102	Cul2	+	36.00	25.65	45.56	1.41	-1.27
chr18	3383216	3383331	48	Cul2	+	22.35	13.59	28.81	1.65	1.29
chr18	3507160	3507260	-747	Bambi	+	25.85	26.65	26.35	-1.03	1.02
chr18	3507282	3507491	-571	Bambi	+	39.45	30.68	42.12	1.29	-1.07
chr18	3507695	3507795	-212	Bambi	+	11.95	3.51	13.44	3.39	1.12
chr18	4352997	4353097	-94	Map3k8	+	18.40	18.10	20.89	1.02	1.13
chr18	4353180	4353319	-296	Map3k8	+	32.80	17.04	39.36	1.92	-1.2
chr18	4353323	4353423	-174	4833419F23Rik	+	25.35	17.08	32.11	1.48	-1.27
chr18	4353444	4353544	-53	4833419F23Rik	+	21.85	25.28	27.45	-1.16	-1.26
chr18	4375514	4375686	8	Mtpap	+	23.80	15.94	57.80	1.49	-2.43
chr18	4634595	4634695	-284	Jcad	+	22.35	11.31	30.58	1.98	-1.37
chr18	6136582	6136705	-545	Arhgap12	+	25.85	33.19	33.80	-1.28	1.31
chr18	6136715	6136818	-668	Arhgap12	+	20.90	15.07	35.83	1.38	1.71
chr18	6516612	6516712	-554	Epc1	+	13.90	16.12	22.34	-1.16	1.61
chr18	6765141	6765241	24	Rab18	+	14.40	6.88	23.56	2.09	-1.64
chr18	7626826	7626926	-13	Mpp7	+	9.45	15.08	9.45	-1.6	-1
chr18	7868312	7868412	-470	Wac	+	26.30	9.57	40.08	2.75	-1.53
chr18	7868533	7868633	-249	Wac	+	27.85	19.10	28.35	1.46	1.02
chr18	7868718	7868818	-64	Wac	+	18.40	21.62	28.84	-1.18	1.57
chr18	7869035	7869193	-83	Wac	+	15.65	13.87	16.15	1.13	-1.03
chr18	9450025	9450125	79	Ccny	+	3.95	6.03	11.85	-1.52	-3
chr18	9450509	9450642	-421	Ccny	+	30.75	15.56	64.58	1.98	-2.1
chr18	9957769	9957964	-314	Thoc1	+	34.75	17.59	46.33	1.98	-1.34
chr18	9958105	9958205	-25	Thoc1	+	7.45	9.56	7.45	-1.28	-1
chr18	10029982	10030082	117	Usp14	+	10.95	13.06	15.93	-1.2	1.45
chr18	10181679	10181779	63	Rock1	+	24.35	24.15	26.83	1.01	1.1
chr18	10181790	10181890	-48	Rock1	+	29.30	25.67	38.49	1.14	-1.32
chr18	10182024	10182124	-282	Rock1	+	21.10	16.01	33.25	1.32	-1.58
chr18	10182161	10182355	-466	Rock1	+	9.20	10.69	10.82	-1.16	-1.18
chr18	10617822	10617943	86	Snrpd1	+	9.95	12.56	10.45	-1.26	1.05
chr18	10706427	10706527	219	Abhd3	+	24.30	17.19	43.74	1.42	-1.8
chr18	10706751	10706987	9	4930563E18Rik	+	28.35	23.63	31.33	1.2	1.1
chr18	10706992	10707092	182	4930563E18Rik	+	28.10	30.89	28.60	-1.1	-1.02
chr18	10707267	10707367	457	4930563E18Rik	+	26.35	22.89	30.65	1.15	-1.16
chr18	10725528	10725628	-47	Mib1	+	9.95	13.07	14.43	-1.31	1.45
chr18	11790350	11790450	-6	Rbbp8	+	7.95	5.53	17.39	1.44	2.18
chr18	11972467	11972567	-83	Gm6277	+	20.40	12.93	22.49	1.57	-1.1
chr18	12261164	12261440	-605	Riok3	+	36.80	28.49	39.91	1.29	-1.09
chr18	12261571	12261671	-286	Riok3	+	15.40	14.09	18.38	1.09	1.19
chr18	12301124	12301224	-613	Rmc1	+	17.90	14.37	28.13	1.24	-1.57
chr18	12370092	12370192	-699	Npc1	+	16.40	11.07	26.84	1.48	1.63
chr18	12776479	12776579	-61	Ttc39c	+	33.50	17.59	50.25	1.91	-1.5
chr18	12874128	12874412	-142	Cabyr	+	26.10	31.83	32.21	-1.22	-1.24
chr18	12995758	12995858	-38	Osbpl1a	+	38.80	30.16	41.19	1.29	1.06
chr18	14815863	14815963	58	Ss18	+	35.05	23.00	42.17	1.52	-1.2
chr18	14915761	14915861	-491	Taf4b	+	9.45	9.55	14.42	-1.01	1.52
chr18	16942669	16942769	-416	Cdh2	+	27.85	19.61	37.30	1.42	1.34
chr18	20879867	20880012	-478	B4galt6	+	29.10	38.21	30.63	-1.31	-1.05
chr18	21029436	21029536	-47	Trappc8	+	5.70	2.89	8.87	1.98	-1.56
chr18	21029832	21029941	-447	Trappc8	+	17.40	9.67	23.20	1.8	-1.34
chr18	21134221	21134404	-45	Rnf138	+	31.30	36.23	33.78	-1.16	1.08
chr18	21134790	21134900	-169	Rnf138	+	5.95	3.53	5.95	1.69	-1
chr18	23172008	23172108	-338	Nol4	+	18.65	13.26	26.47	1.4	-1.42
chr18	23884937	23885037	375	Gm15972	+	27.35	20.26	32.82	1.35	-1.2
chr18	23885568	23885668	228	Mapre2	+	32.05	30.02	34.63	1.07	-1.08
chr18	23885766	23885866	426	Mapre2	+	24.35	22.38	31.15	1.09	-1.28
chr18	23886490	23886590	-242	Mapre2	+	17.40	14.58	20.38	1.19	1.17
chr18	24087484	24087584	-211	Zfp397	+	19.90	14.21	20.92	1.4	-1.05
chr18	24087639	24087882	15	Zfp397	+	32.30	16.32	48.45	1.98	-1.5
chr18	24120174	24120274	85	Zscan30	+	24.85	34.21	30.32	-1.38	1.22
chr18	24120291	24120423	-48	Zscan30	+	24.35	25.66	26.34	-1.05	1.08
chr18	24122266	24122366	-375	Zfp35	+	20.60	11.32	45.16	1.82	-2.2
chr18	24154048	24154148	-228	Zfp24	+	32.30	25.15	42.68	1.28	-1.32
chr18	24154324	24154424	-504	Zfp24	+	56.15	36.02	58.28	1.56	-1.04
chr18	24154605	24154727	-796	Zfp24	+	37.80	35.74	39.84	1.06	-1.06
chr18	24154749	24154849	-929	Zfp24	+	28.85	33.17	28.85	-1.15	-1
chr18	24254996	24255156	-200	Ino80c	+	23.10	18.96	30.61	1.22	-1.33
chr18	24338091	24338260	-226	Galnt1	+	30.55	10.44	41.71	2.92	-1.37
chr18	24603815	24603915	-63	2700062C07Rik	+	13.40	4.98	16.75	2.7	-1.25
chr18	24736318	24736418	506	Slc39a6	+	17.85	9.33	73.95	1.91	-4.15
chr18	24736868	24736968	-44	Slc39a6	+	3.50	9.50	5.00	-2.75	1.43
chr18	25301179	25301279	705	Tpgs2	+	16.90	16.60	25.35	1.02	1.5
chr18	25301375	25301475	509	Tpgs2	+	20.90	21.60	32.84	-1.04	1.57
chr18	25301601	25301761	253	Tpgs2	+	21.60	15.13	32.09	1.43	-1.49
chr18	31450294	31450394	-163	Rit2	+	14.40	11.58	21.35	1.25	1.48
chr18	31742863	31742963	70	Slc25a46	+	23.85	18.08	33.39	1.32	-1.4
chr18	31742988	31743152	-87	Slc25a46	+	25.85	18.71	35.25	1.38	-1.37
chr18	31766959	31767059	-412	Sap130	+	21.90	30.64	29.37	-1.4	1.34
chr18	31767270	31767386	-93	Sap130	+	2.00	6.50	10.00	-3.29	4.99
chr18	31892170	31892270	-657	Ammecr1l	+	17.40	22.13	32.81	-1.27	1.88
chr18	31892364	31892479	-456	Ammecr1l	+	22.35	30.71	38.64	-1.37	1.73
chr18	31892743	31892923	-44	Ammecr1l	+	25.05	18.53	41.53	1.35	-1.66
chr18	31893355	31893455	-264	Ammecr1l	+	24.60	16.83	41.22	1.46	-1.68
chr18	31922773	31922873	645	Polr2d	+	7.95	6.54	7.95	1.22	-1
chr18	31937160	31937260	100	Wdr33	+	8.45	10.06	13.42	-1.19	1.59
chr18	32295361	32295545	-689	Map3k2	+	26.35	32.18	26.35	-1.22	-1
chr18	32372944	32373044	-386	Ercc3	+	10.45	13.17	13.93	-1.26	-1.34
chr18	32373278	32373427	-28	Ercc3	+	11.40	9.31	23.56	1.23	-2.07
chr18	32511269	32511369	18	A830052D11Rik	+	27.85	26.64	29.84	1.04	1.07
chr18	32970312	32970412	-22	4930455D15Rik	+	3.45	6.66	6.21	-1.91	-1.8
chr18	33071524	33071624	-520	Camk4	+	21.85	23.38	31.56	-1.07	-1.45
chr18	33071629	33071864	-348	Camk4	+	45.20	37.09	63.04	1.22	-1.4
chr18	33346997	33347097	-132	Stard4	+	6.45	13.61	9.43	-2.1	1.46
chr18	33596208	33596308	429	Nrep	+	28.50	10.46	65.14	2.73	-2.29
chr18	33596824	33596924	-122	Nrep	+	4.45	3.03	4.45	1.48	-1
chr18	33597224	33597324	58	Gm10549	+	31.55	16.40	41.30	1.92	-1.31
chr18	33597391	33597491	225	Gm10549	+	19.65	16.22	24.70	1.21	-1.26
chr18	33927818	33927918	-77	Epb41l4aos	+	1.00	8.50	9.00	-8.6	8.99
chr18	34353567	34353667	-420	Apc	+	25.35	22.63	30.82	1.12	1.21
chr18	34353832	34353932	-155	Apc	+	10.95	8.04	14.43	1.36	1.32
chr18	34354773	34354873	2	Gm10548	+	22.10	14.11	39.37	1.57	-1.78
chr18	34463850	34463950	-298	Srp19	+	17.15	13.69	28.36	1.25	-1.66
chr18	34542306	34542406	-120	Pkd2l2	+	5.45	6.26	11.68	-1.15	-2.15
chr18	34542477	34542577	51	Pkd2l2	+	17.40	10.04	26.10	1.73	-1.5
chr18	34639880	34639983	-55	Fam13b	+	3.50	8.50	9.00	-2.46	2.57
chr18	34640027	34640127	-201	Fam13b	+	11.90	16.82	16.66	-1.41	-1.4
chr18	34757242	34757342	-385	Kif20a	+	14.90	10.77	20.86	1.38	-1.4
chr18	34757441	34757634	-140	Kif20a	+	11.70	13.15	14.49	-1.13	-1.24
chr18	34892036	34892235	232	Fam53c	+	49.20	48.29	52.08	1.02	1.06
chr18	34892379	34892479	49	Fam53c	+	27.30	19.31	36.59	1.42	-1.34
chr18	35088154	35088254	-800	Hspa9	+	22.35	16.61	28.31	1.35	1.27
chr18	35088271	35088449	-956	Hspa9	+	41.75	37.22	51.09	1.12	1.22
chr18	35251802	35251902	-113	Ctnna1	+	7.45	8.05	11.42	-1.08	1.53
chr18	35632456	35632556	-528	Sil1	+	5.45	14.63	8.92	-2.67	1.63
chr18	35686220	35686320	-193	Snhg4	+	12.45	19.58	17.43	-1.58	1.4
chr18	35686444	35686578	48	Snhg4	+	6.95	17.12	11.42	-2.46	1.64
chr18	35795221	35795321	-32	Spata24	+	7.95	12.08	7.95	-1.52	-1
chr18	35836059	35836159	88	Dnajc18	+	15.40	13.65	16.43	1.13	-1.07
chr18	36330804	36330904	-410	Nrg2	+	18.35	7.56	49.55	2.43	-2.7
chr18	36413563	36413663	-545	Pura	+	38.80	18.60	59.10	2.08	1.52
chr18	36413674	36413824	-409	Pura	+	37.80	24.63	59.09	1.53	1.56
chr18	36481314	36481414	-313	Cystm1	+	18.90	16.59	26.36	1.14	1.39
chr18	36481476	36481576	-151	Cystm1	+	26.35	11.73	33.08	2.24	-1.26
chr18	36587370	36587538	94	Pfdn1	+	18.90	25.13	28.85	-1.33	1.52
chr18	36587909	36588009	-411	Pfdn1	+	11.45	9.54	11.45	1.2	-1
chr18	36692660	36692833	-910	Ankhd1	+	31.80	18.11	36.27	1.76	1.14
chr18	36803325	36803425	-11	Sra1	+	6.45	6.55	10.92	-1.01	1.69
chr18	36811760	36811860	-458	Slc35a4	+	6.45	10.58	11.41	-1.63	1.77
chr18	36812195	36812295	-23	Slc35a4	+	16.65	19.33	17.15	-1.16	-1.03
chr18	36868144	36868244	71	Tmco6	+	14.90	13.09	16.89	1.14	1.13
chr18	36877372	36877472	218	Ndufa2	+	26.05	7.83	62.18	3.33	-2.39
chr18	36892829	36892929	-396	Wdr55	+	10.45	16.58	11.94	-1.59	1.14
chr18	36915806	36915906	402	Hars1	+	11.45	18.08	12.94	-1.58	1.13
chr18	36916141	36916241	67	Hars1	+	6.20	5.33	6.72	1.17	-1.08
chr18	36934136	36934236	-630	Vaultrc5	+	9.45	13.07	13.93	-1.38	1.47
chr18	37777259	37777417	-81	Taf7	+	6.95	7.86	10.74	-1.13	-1.55
chr18	38102783	38102921	-68	Fchsd1	+	10.95	10.05	13.44	1.09	1.23
chr18	38382760	38382860	441	1700086O06Rik	+	14.90	21.65	18.87	-1.45	1.27
chr18	38383012	38383112	189	1700086O06Rik	+	26.35	22.13	36.29	1.19	1.38
chr18	38383154	38383254	47	1700086O06Rik	+	23.35	17.61	31.30	1.33	1.34
chr18	38429746	38429846	-62	Rnf14	+	18.60	9.06	54.82	2.05	-2.95
chr18	38429861	38429961	53	Rnf14	+	22.30	11.83	52.03	1.89	-2.34
chr18	38472064	38472251	-111	Gnpda1	+	16.40	23.14	33.30	-1.41	2.03
chr18	38472368	38472468	-372	Gnpda1	+	16.90	15.09	21.87	1.12	1.29
chr18	38483714	38483814	-583	Gm52329	+	10.70	4.98	16.36	2.14	-1.53
chr18	39024521	39024621	-938	Gm5820	+	15.40	7.31	16.43	2.11	-1.07
chr18	39125537	39125637	-611	Arhgap26	+	14.90	15.56	17.03	-1.04	-1.14
chr18	39125740	39125840	-408	Arhgap26	+	27.35	26.23	31.64	1.04	-1.16
chr18	39624283	39624383	-367	Nr3c1	+	12.95	25.60	14.94	-1.98	1.15
chr18	40352475	40352575	-73	Yipf5	+	5.45	2.21	11.68	2.47	-2.15
chr18	40389994	40390191	40	Kctd16	+	28.10	25.07	31.81	1.12	-1.13
chr18	42408332	42408432	-36	Rbm27	+	4.45	6.18	6.99	-1.38	-1.57
chr18	42408595	42408712	235	Rbm27	+	21.90	19.09	29.37	1.14	1.34
chr18	42644353	42644453	-149	Tcerg1	+	2.50	5.50	5.50	-2.23	2.2
chr18	43192475	43192641	-22	Ppp2r2b	+	48.70	30.19	66.99	1.61	1.38
chr18	43192857	43192957	-371	Ppp2r2b	+	20.90	14.57	47.17	1.43	2.26
chr18	43526905	43527005	-513	Dpysl3	+	18.15	20.81	27.54	-1.15	-1.52
chr18	43571400	43571500	-99	Dpysl3	+	5.45	5.05	14.86	1.09	2.72
chr18	44795338	44795445	-58	Mcc	+	24.60	23.97	30.75	1.03	-1.25
chr18	44961301	44961401	-381	Ythdc2	+	23.35	12.42	35.97	1.88	-1.54
chr18	46413817	46413917	50	Pggt1b	+	11.95	17.57	21.41	-1.47	1.79
chr18	46413946	46414046	-79	Pggt1b	+	10.95	17.08	19.91	-1.56	1.82
chr18	46730789	46730889	48	Eif1a	+	12.40	15.85	14.56	-1.27	-1.18
chr18	46731254	46731354	513	Eif1a	+	17.35	12.99	33.25	1.34	-1.92
chr18	46731416	46731516	675	Eif1a	+	14.90	17.04	15.93	-1.14	-1.07
chr18	46861734	46861834	-215	Cdo1	+	22.35	21.14	23.34	1.06	1.04
chr18	46874447	46874623	111	Atg12	+	9.95	11.06	11.44	-1.11	1.15
chr18	47091650	47091793	-222	Commd10	+	15.15	13.42	16.72	1.13	-1.1
chr18	49888922	49889193	-389	Dtwd2	+	45.95	34.59	47.57	1.33	-1.03
chr18	49965140	49965240	-874	Dmxl1	+	23.35	10.06	23.35	2.32	-1
chr18	49965559	49965659	-455	Dmxl1	+	13.15	7.02	27.85	1.87	-2.12
chr18	49965832	49965932	-182	Dmxl1	+	15.40	17.11	16.89	-1.11	1.1
chr18	49966081	49966181	67	Dmxl1	+	14.90	19.63	24.34	-1.31	1.63
chr18	50261208	50261326	-1	Hsd17b4	+	17.90	18.60	17.90	-1.04	-1
chr18	51250612	51250748	-290	Prr16	+	11.95	19.08	15.44	-1.6	1.29
chr18	52598338	52598438	-377	Srfbp1	+	15.65	11.39	16.15	1.38	-1.03
chr18	52598582	52598731	-109	Srfbp1	+	7.95	4.91	10.22	1.62	-1.29
chr18	52901171	52901271	5	Sncaip	+	8.45	18.61	8.95	-2.2	1.06
chr18	53378569	53378669	-78	Snx24	+	13.90	20.14	16.88	-1.44	1.21
chr18	53780769	53780924	-377	Gm19466	+	12.45	12.55	13.94	-1.01	1.12
chr18	53780996	53781096	-177	Gm19466	+	14.15	5.64	19.46	2.51	-1.38
chr18	53877753	53877860	-126	Cep120	+	2.00	8.00	7.50	-4.05	3.75
chr18	53878416	53878516	-786	Cep120	+	19.40	19.11	20.42	1.01	-1.05
chr18	53994684	53994784	-451	Csnk1g3	+	15.40	9.56	18.88	1.61	1.22
chr18	54744451	54744551	-315	9330117O12Rik	+	25.10	15.63	36.73	1.6	-1.47
chr18	56565049	56565149	-104	4930511P09Rik	+	5.45	11.10	14.37	-2.02	2.63
chr18	56695213	56695313	107	Aldh7a1	+	11.15	12.16	16.73	-1.09	-1.5
chr18	56695394	56695494	-74	Aldh7a1	+	19.40	13.07	19.40	1.48	-1
chr18	56695716	56695865	149	Phax	+	15.40	14.62	16.43	1.05	-1.07
chr18	56705505	56705605	-388	Phax	+	12.95	19.07	18.93	-1.48	1.46
chr18	56705752	56705854	-140	Phax	+	21.90	18.08	24.39	1.21	1.11
chr18	56840527	56840627	-308	Lmnb1	+	13.90	7.55	23.83	1.85	1.71
chr18	57058647	57058796	-94	Gm34632	+	5.95	6.56	12.89	-1.1	2.16
chr18	57058945	57059045	180	Gm34632	+	9.95	11.06	24.88	-1.11	2.5
chr18	57059271	57059371	506	Gm34632	+	8.95	21.62	11.44	-2.42	1.28
chr18	58688901	58689069	-327	Slc27a6	+	8.45	26.15	29.82	-3.09	3.52
chr18	59194815	59194915	-588	Minar2	+	17.90	19.11	18.89	-1.07	1.05
chr18	59194995	59195238	-337	Minar2	+	39.45	33.04	41.07	1.2	-1.04
chr18	59307757	59307857	-605	Chsy3	+	5.95	12.10	17.35	-2.02	2.91
chr18	59307897	59307997	-465	Chsy3	+	11.95	17.57	28.88	-1.47	2.41
chr18	60345047	60345147	-52	Iigp1c	+	10.45	3.67	12.65	2.84	-1.21
chr18	60658599	60658877	-488	Dctn4	+	50.35	33.68	74.48	1.5	-1.48
chr18	60659082	60659266	-52	Dctn4	+	16.40	17.97	19.68	-1.1	-1.2
chr18	60907503	60907774	-30	Rps14	+	34.30	42.75	37.28	-1.25	1.09
chr18	61310356	61310456	-284	Hmgxb3	+	16.40	15.60	19.38	1.05	1.18
chr18	61310607	61310707	-535	Hmgxb3	+	13.40	17.13	23.82	-1.27	1.78
